onboarding_id,year,department,training,days_to_complete,due_days,status
ONB005323,2024,Business,Title IX,12,30,Completed
ONB005324,2023,Nursing,Ethics,17,21,Completed
ONB005325,2025,Business,FERPA,33,14,Late
ONB005326,2021,STEM,Title IX,27,21,Late
ONB005327,2023,Education,Ethics,17,14,Escalated
ONB005328,2023,Humanities,Title IX,28,14,Late
ONB005329,2024,Humanities,Cybersecurity,31,14,Late
ONB005330,2022,Business,Cybersecurity,37,30,Late
ONB005331,2024,STEM,Title IX,37,14,Escalated
ONB005332,2023,STEM,Cybersecurity,14,14,Completed
ONB005333,2022,Humanities,Ethics,29,30,Completed
ONB005334,2024,Humanities,Ethics,6,21,Completed
ONB005335,2023,Business,FERPA,4,14,Completed
ONB005336,2025,STEM,Cybersecurity,5,14,Completed
ONB005337,2023,Nursing,Title IX,13,21,Completed
ONB005338,2021,STEM,Accessibility,21,14,Escalated
ONB005339,2024,Business,Cybersecurity,7,30,Completed
ONB005340,2023,Education,FERPA,26,14,Late
ONB005341,2025,Business,Cybersecurity,14,14,Completed
ONB005342,2021,Business,Ethics,34,21,Escalated
ONB005343,2025,Education,Cybersecurity,5,14,Completed
ONB005344,2021,Education,Title IX,5,14,Completed
ONB005345,2021,Nursing,Cybersecurity,21,21,Completed
ONB005346,2025,Nursing,FERPA,22,21,Escalated
ONB005347,2022,STEM,Title IX,22,14,Escalated
ONB005348,2022,Humanities,Title IX,27,30,Completed
ONB005349,2025,Business,Ethics,8,21,Completed
ONB005350,2024,Business,FERPA,36,30,Escalated
ONB005351,2025,Humanities,Title IX,27,30,Completed
ONB005352,2021,STEM,Accessibility,5,30,Completed
ONB005353,2025,Nursing,Ethics,27,14,Escalated
ONB005354,2025,Humanities,FERPA,19,30,Completed
ONB005355,2023,STEM,FERPA,15,30,Completed
ONB005356,2022,Education,Ethics,26,30,Completed
ONB005357,2023,STEM,FERPA,8,30,Completed
ONB005358,2021,Humanities,Accessibility,29,30,Completed
ONB005359,2023,STEM,FERPA,33,14,Escalated
ONB005360,2024,Education,Accessibility,6,21,Completed
ONB005361,2022,Education,Accessibility,38,14,Escalated
ONB005362,2024,Humanities,Ethics,35,30,Escalated
ONB005363,2023,Humanities,Title IX,31,21,Late
ONB005364,2024,Business,Cybersecurity,16,14,Late
ONB005365,2022,Education,FERPA,35,21,Escalated
ONB005366,2021,Business,FERPA,3,21,Completed
ONB005367,2025,Business,FERPA,14,14,Completed
ONB005368,2025,Business,Accessibility,5,30,Completed
ONB005369,2021,Humanities,Title IX,12,30,Completed
ONB005370,2024,Business,Title IX,12,30,Completed
ONB005371,2023,Humanities,Title IX,40,30,Late
ONB005372,2021,Humanities,FERPA,31,14,Late
ONB005373,2023,Nursing,Ethics,34,21,Late
ONB005374,2022,Humanities,Accessibility,19,21,Completed
ONB005375,2021,Nursing,Accessibility,19,30,Completed
ONB005376,2023,Education,Cybersecurity,18,21,Completed
ONB005377,2024,Education,Ethics,7,30,Completed
ONB005378,2022,STEM,Ethics,24,14,Late
ONB005379,2022,Business,FERPA,28,14,Escalated
ONB005380,2021,STEM,Accessibility,36,21,Late
ONB005381,2024,Humanities,Accessibility,23,30,Completed
ONB005382,2024,Humanities,FERPA,21,30,Completed
ONB005383,2021,Education,Title IX,36,30,Escalated
ONB005384,2021,Education,Cybersecurity,12,14,Completed
ONB005385,2021,Nursing,Cybersecurity,20,30,Completed
ONB005386,2024,Business,FERPA,23,21,Escalated
ONB005387,2023,Education,Title IX,8,14,Completed
ONB005388,2022,Humanities,Accessibility,3,21,Completed
ONB005389,2022,Nursing,Accessibility,30,21,Late
ONB005390,2021,STEM,FERPA,39,21,Late
ONB005391,2023,Business,Accessibility,39,14,Escalated
ONB005392,2025,Business,Ethics,28,21,Escalated
ONB005393,2022,STEM,Cybersecurity,3,30,Completed
ONB005394,2024,Humanities,Accessibility,24,14,Escalated
ONB005395,2022,Humanities,Ethics,14,14,Completed
ONB005396,2025,Humanities,Cybersecurity,33,30,Late
ONB005397,2021,Humanities,Accessibility,18,21,Completed
ONB005398,2023,Nursing,Title IX,40,14,Late
ONB005399,2021,Education,Cybersecurity,29,14,Late
ONB005400,2022,Business,Ethics,29,14,Escalated
ONB005401,2025,Humanities,Title IX,35,30,Escalated
ONB005402,2023,Education,FERPA,34,14,Late
ONB005403,2024,Education,Accessibility,34,21,Late
ONB005404,2022,Education,FERPA,9,14,Completed
ONB005405,2023,Nursing,Cybersecurity,33,21,Escalated
ONB005406,2024,Humanities,Ethics,15,14,Escalated
ONB005407,2024,Nursing,Accessibility,32,21,Escalated
ONB005408,2024,Business,Ethics,36,30,Escalated
ONB005409,2021,STEM,Ethics,33,21,Late
ONB005410,2022,Education,Ethics,19,21,Completed
ONB005411,2021,Nursing,FERPA,26,14,Escalated
ONB005412,2022,Humanities,FERPA,20,21,Completed
ONB005413,2024,STEM,FERPA,33,14,Escalated
ONB005414,2024,Education,FERPA,34,30,Escalated
ONB005415,2021,Education,Title IX,17,14,Late
ONB005416,2023,Business,Ethics,13,30,Completed
ONB005417,2021,Education,Title IX,23,30,Completed
ONB005418,2023,Education,FERPA,27,30,Completed
ONB005419,2024,Business,Cybersecurity,22,30,Completed
ONB005420,2025,Humanities,Accessibility,20,14,Late
ONB005421,2025,STEM,FERPA,10,30,Completed
ONB005422,2021,Humanities,Title IX,24,14,Late
ONB005423,2024,Business,Title IX,27,21,Late
ONB005424,2024,Humanities,FERPA,16,21,Completed
ONB005425,2024,Nursing,Accessibility,23,21,Late
ONB005426,2021,Nursing,Ethics,15,21,Completed
ONB005427,2021,Nursing,Title IX,11,14,Completed
ONB005428,2025,Humanities,Ethics,8,21,Completed
ONB005429,2022,STEM,FERPA,18,21,Completed
ONB005430,2024,Humanities,Cybersecurity,11,21,Completed
ONB005431,2025,Nursing,Accessibility,13,21,Completed
ONB005432,2021,Education,Accessibility,3,21,Completed
ONB005433,2023,Humanities,Title IX,37,14,Late
ONB005434,2023,Education,Accessibility,32,21,Late
ONB005435,2021,STEM,Title IX,29,14,Escalated
ONB005436,2021,Business,Cybersecurity,20,30,Completed
ONB005437,2024,Humanities,Ethics,15,30,Completed
ONB005438,2024,Nursing,Title IX,19,21,Completed
ONB005439,2024,STEM,Ethics,19,14,Escalated
ONB005440,2023,STEM,Cybersecurity,38,14,Escalated
ONB005441,2023,STEM,Title IX,40,21,Late
ONB005442,2021,Education,Title IX,10,21,Completed
ONB005443,2023,STEM,Accessibility,38,14,Escalated
ONB005444,2023,STEM,FERPA,15,14,Late
ONB005445,2021,Business,FERPA,38,14,Escalated
ONB005446,2024,Education,Accessibility,4,21,Completed
ONB005447,2023,Education,Ethics,14,30,Completed
ONB005448,2021,Business,Title IX,38,14,Escalated
ONB005449,2022,Education,Title IX,16,30,Completed
ONB005450,2023,Business,Accessibility,24,21,Escalated
ONB005451,2025,Business,Accessibility,12,30,Completed
ONB005452,2022,Nursing,Accessibility,14,21,Completed
ONB005453,2023,Business,Title IX,37,14,Late
ONB005454,2021,STEM,Title IX,11,14,Completed
ONB005455,2024,Humanities,Accessibility,29,21,Escalated
ONB005456,2023,Humanities,Accessibility,31,30,Escalated
ONB005457,2025,Education,Accessibility,35,14,Late
ONB005458,2021,Business,Accessibility,19,21,Completed
ONB005459,2023,Nursing,FERPA,6,21,Completed
ONB005460,2023,Education,Ethics,4,21,Completed
ONB005461,2025,Humanities,Ethics,26,21,Late
ONB005462,2023,STEM,Ethics,26,21,Late
ONB005463,2024,Humanities,FERPA,22,21,Late
ONB005464,2021,STEM,Title IX,37,30,Late
ONB005465,2021,Business,Cybersecurity,38,30,Late
ONB005466,2022,Business,Accessibility,10,14,Completed
ONB005467,2022,Nursing,Accessibility,33,30,Escalated
ONB005468,2021,Nursing,Ethics,16,14,Escalated
ONB005469,2022,Nursing,Cybersecurity,28,14,Escalated
ONB005470,2024,Business,FERPA,29,30,Completed
ONB005471,2024,Education,Ethics,22,21,Late
ONB005472,2025,Humanities,Cybersecurity,37,21,Late
ONB005473,2022,Business,Title IX,35,30,Escalated
ONB005474,2025,Education,Cybersecurity,24,14,Escalated
ONB005475,2022,Humanities,Title IX,21,14,Late
ONB005476,2021,Education,Accessibility,32,21,Escalated
ONB005477,2025,Nursing,Ethics,40,14,Late
ONB005478,2023,Nursing,Cybersecurity,6,14,Completed
ONB005479,2023,Humanities,Accessibility,28,30,Completed
ONB005480,2023,Business,FERPA,37,14,Late
ONB005481,2023,STEM,Cybersecurity,19,21,Completed
ONB005482,2022,Business,FERPA,18,14,Late
ONB005483,2022,Nursing,Cybersecurity,17,21,Completed
ONB005484,2022,Humanities,Cybersecurity,34,30,Late
ONB005485,2023,STEM,FERPA,11,30,Completed
ONB005486,2022,STEM,Ethics,40,30,Late
ONB005487,2023,Business,FERPA,5,21,Completed
ONB005488,2023,Education,Ethics,26,14,Escalated
ONB005489,2024,Humanities,Cybersecurity,3,14,Completed
ONB005490,2025,Business,Accessibility,36,14,Late
ONB005491,2022,Education,Title IX,39,21,Escalated
ONB005492,2023,Nursing,Cybersecurity,13,14,Completed
ONB005493,2024,Humanities,Title IX,16,21,Completed
ONB005494,2024,STEM,Ethics,26,14,Late
ONB005495,2025,Business,Cybersecurity,12,14,Completed
ONB005496,2022,Nursing,Cybersecurity,30,14,Escalated
ONB005497,2023,Business,FERPA,12,14,Completed
ONB005498,2021,STEM,Title IX,38,30,Escalated
ONB005499,2022,STEM,Accessibility,11,30,Completed
ONB005500,2025,Humanities,Ethics,15,21,Completed
ONB005501,2024,Business,FERPA,26,14,Late
ONB005502,2022,STEM,Ethics,37,14,Escalated
ONB005503,2021,STEM,FERPA,3,14,Completed
ONB005504,2024,Nursing,Title IX,18,30,Completed
ONB005505,2024,Humanities,Title IX,32,14,Late
ONB005506,2021,Business,Accessibility,19,14,Late
ONB005507,2023,Education,Cybersecurity,18,14,Late
ONB005508,2025,Business,FERPA,21,30,Completed
ONB005509,2021,Education,Ethics,26,21,Escalated
ONB005510,2021,Education,Accessibility,19,30,Completed
ONB005511,2025,Nursing,Accessibility,8,14,Completed
ONB005512,2023,STEM,Title IX,40,21,Late
ONB005513,2025,Humanities,Title IX,14,21,Completed
ONB005514,2022,Business,Ethics,6,14,Completed
ONB005515,2021,Business,Ethics,17,14,Late
ONB005516,2021,Nursing,Cybersecurity,30,21,Late
ONB005517,2023,Nursing,Cybersecurity,14,30,Completed
ONB005518,2024,Business,Cybersecurity,24,14,Late
ONB005519,2024,Nursing,Cybersecurity,26,30,Completed
ONB005520,2024,STEM,Accessibility,32,21,Late
ONB005521,2021,Nursing,Cybersecurity,3,30,Completed
ONB005522,2023,STEM,FERPA,30,30,Completed
ONB005523,2021,STEM,Ethics,9,30,Completed
ONB005524,2025,Nursing,Accessibility,18,14,Escalated
ONB005525,2021,STEM,FERPA,14,21,Completed
ONB005526,2022,Education,Accessibility,17,30,Completed
ONB005527,2021,Nursing,Title IX,29,30,Completed
ONB005528,2021,Business,Cybersecurity,8,21,Completed
ONB005529,2023,STEM,Title IX,30,21,Escalated
ONB005530,2021,STEM,Cybersecurity,20,21,Completed
ONB005531,2022,Humanities,Ethics,25,21,Escalated
ONB005532,2025,Humanities,Title IX,10,14,Completed
ONB005533,2024,Humanities,Accessibility,24,21,Late
ONB005534,2023,Humanities,FERPA,17,14,Escalated
ONB005535,2025,Business,Accessibility,16,21,Completed
ONB005536,2022,Nursing,Title IX,21,14,Late
ONB005537,2024,Humanities,Accessibility,26,14,Late
ONB005538,2025,STEM,FERPA,3,21,Completed
ONB005539,2024,Business,Cybersecurity,31,14,Late
ONB005540,2024,Nursing,Title IX,31,14,Late
ONB005541,2024,Nursing,Ethics,12,21,Completed
ONB005542,2023,STEM,FERPA,37,14,Late
ONB005543,2024,STEM,Cybersecurity,14,14,Completed
ONB005544,2021,Humanities,Accessibility,13,30,Completed
ONB005545,2022,Business,Cybersecurity,29,21,Escalated
ONB005546,2021,Humanities,Title IX,17,30,Completed
ONB005547,2021,Education,Accessibility,14,21,Completed
ONB005548,2025,Humanities,Accessibility,19,14,Late
ONB005549,2022,Business,Cybersecurity,30,30,Completed
ONB005550,2023,Education,Accessibility,31,30,Late
ONB005551,2021,STEM,Title IX,24,30,Completed
ONB005552,2024,Business,Ethics,25,14,Late
ONB005553,2023,STEM,Title IX,10,21,Completed
ONB005554,2025,Education,Cybersecurity,34,30,Escalated
ONB005555,2022,Humanities,Cybersecurity,8,21,Completed
ONB005556,2021,STEM,Accessibility,30,30,Completed
ONB005557,2024,Nursing,Title IX,23,30,Completed
ONB005558,2025,Education,Title IX,33,21,Late
ONB005559,2023,Humanities,Cybersecurity,25,14,Escalated
ONB005560,2021,Business,Cybersecurity,38,21,Late
ONB005561,2024,Education,FERPA,16,21,Completed
ONB005562,2024,Business,Title IX,9,21,Completed
ONB005563,2024,Nursing,Title IX,5,30,Completed
ONB005564,2022,Nursing,FERPA,8,21,Completed
ONB005565,2022,Nursing,Cybersecurity,27,21,Late
ONB005566,2025,STEM,Title IX,39,14,Late
ONB005567,2021,Nursing,Title IX,20,30,Completed
ONB005568,2023,Humanities,FERPA,30,30,Completed
ONB005569,2023,STEM,Title IX,5,21,Completed
ONB005570,2021,Humanities,Cybersecurity,25,21,Late
ONB005571,2021,Nursing,Accessibility,32,21,Escalated
ONB005572,2021,Humanities,Ethics,15,21,Completed
ONB005573,2025,Humanities,FERPA,16,30,Completed
ONB005574,2021,STEM,Cybersecurity,4,21,Completed
ONB005575,2023,Education,FERPA,29,30,Completed
ONB005576,2022,Humanities,FERPA,35,21,Late
ONB005577,2024,STEM,Accessibility,35,30,Escalated
ONB005578,2023,Education,Cybersecurity,25,30,Completed
ONB005579,2022,Education,Accessibility,33,14,Escalated
ONB005580,2021,Humanities,Ethics,4,21,Completed
ONB005581,2024,Humanities,Ethics,3,21,Completed
ONB005582,2025,Humanities,Title IX,11,21,Completed
ONB005583,2025,Nursing,Cybersecurity,39,21,Late
ONB005584,2024,Business,FERPA,25,21,Late
ONB005585,2024,STEM,Ethics,10,21,Completed
ONB005586,2023,Business,Cybersecurity,5,21,Completed
ONB005587,2025,Business,Title IX,8,30,Completed
ONB005588,2022,Nursing,Title IX,28,14,Late
ONB005589,2025,Humanities,Cybersecurity,6,30,Completed
ONB005590,2021,STEM,FERPA,25,21,Late
ONB005591,2022,STEM,Accessibility,9,21,Completed
ONB005592,2025,Nursing,Ethics,34,14,Late
ONB005593,2024,Humanities,Accessibility,11,21,Completed
ONB005594,2025,Nursing,Accessibility,38,14,Escalated
ONB005595,2024,STEM,Ethics,35,30,Escalated
ONB005596,2022,Nursing,FERPA,28,14,Late
ONB005597,2024,Education,FERPA,29,14,Escalated
ONB005598,2021,STEM,Title IX,15,21,Completed
ONB005599,2021,Education,Cybersecurity,18,14,Late
ONB005600,2023,Education,Cybersecurity,7,30,Completed
ONB005601,2022,STEM,Cybersecurity,23,14,Escalated
ONB005602,2025,Humanities,Accessibility,33,30,Late
ONB005603,2022,Business,Ethics,8,30,Completed
ONB005604,2022,Humanities,Title IX,29,30,Completed
ONB005605,2025,STEM,FERPA,24,30,Completed
ONB005606,2022,Education,Title IX,34,21,Escalated
ONB005607,2021,Business,FERPA,37,21,Escalated
ONB005608,2025,Business,Cybersecurity,26,30,Completed
ONB005609,2023,Business,Ethics,14,30,Completed
ONB005610,2023,STEM,Cybersecurity,33,21,Late
ONB005611,2021,Business,Accessibility,28,14,Escalated
ONB005612,2022,STEM,Title IX,30,14,Escalated
ONB005613,2025,STEM,Accessibility,40,21,Escalated
ONB005614,2024,Nursing,Title IX,32,21,Late
ONB005615,2025,Nursing,Accessibility,19,14,Escalated
ONB005616,2025,Business,Accessibility,4,14,Completed
ONB005617,2021,STEM,Ethics,39,30,Escalated
ONB005618,2022,Nursing,Ethics,9,21,Completed
ONB005619,2025,Education,FERPA,6,21,Completed
ONB005620,2025,Humanities,Accessibility,32,30,Late
ONB005621,2021,Business,Cybersecurity,30,14,Late
ONB005622,2024,Nursing,FERPA,35,21,Late
ONB005623,2023,Business,Title IX,24,21,Late
ONB005624,2023,Nursing,Accessibility,25,14,Escalated
ONB005625,2023,Business,FERPA,18,14,Escalated
ONB005626,2021,Business,Title IX,26,14,Escalated
ONB005627,2024,Humanities,Cybersecurity,31,14,Escalated
ONB005628,2024,Nursing,Cybersecurity,6,14,Completed
ONB005629,2023,Education,Cybersecurity,38,14,Escalated
ONB005630,2021,Business,Cybersecurity,17,14,Late
ONB005631,2025,Nursing,Cybersecurity,37,30,Escalated
ONB005632,2022,Business,Title IX,9,21,Completed
ONB005633,2025,Business,Accessibility,17,14,Escalated
ONB005634,2024,Humanities,FERPA,6,14,Completed
ONB005635,2023,Nursing,Title IX,17,14,Escalated
ONB005636,2025,Business,FERPA,18,21,Completed
ONB005637,2021,Nursing,Accessibility,14,14,Completed
ONB005638,2023,Business,Accessibility,13,30,Completed
ONB005639,2025,Business,Cybersecurity,10,30,Completed
ONB005640,2022,Education,Title IX,16,30,Completed
ONB005641,2021,Education,FERPA,37,30,Escalated
ONB005642,2025,Education,Ethics,4,21,Completed
ONB005643,2022,Humanities,Ethics,11,14,Completed
ONB005644,2025,Humanities,Cybersecurity,32,14,Late
ONB005645,2021,Humanities,FERPA,27,30,Completed
ONB005646,2025,Business,Title IX,13,30,Completed
ONB005647,2021,Nursing,Title IX,7,30,Completed
ONB005648,2024,Education,Title IX,37,30,Escalated
ONB005649,2024,STEM,Accessibility,27,14,Escalated
ONB005650,2021,Business,FERPA,26,30,Completed
ONB005651,2024,Humanities,Title IX,20,30,Completed
ONB005652,2025,STEM,Title IX,34,21,Escalated
ONB005653,2023,STEM,Title IX,36,30,Escalated
ONB005654,2025,Education,Ethics,34,14,Late
ONB005655,2023,Business,Accessibility,21,14,Late
ONB005656,2021,Humanities,Ethics,7,14,Completed
ONB005657,2022,STEM,FERPA,14,30,Completed
ONB005658,2024,Business,Accessibility,10,14,Completed
ONB005659,2025,Humanities,Title IX,7,21,Completed
ONB005660,2021,Education,Accessibility,10,21,Completed
ONB005661,2021,Education,Ethics,39,14,Escalated
ONB005662,2025,STEM,Ethics,34,30,Escalated
ONB005663,2023,Humanities,Title IX,33,30,Late
ONB005664,2021,Education,Cybersecurity,37,21,Escalated
ONB005665,2023,Nursing,Cybersecurity,7,30,Completed
ONB005666,2021,STEM,Ethics,8,30,Completed
ONB005667,2024,Education,Accessibility,19,21,Completed
ONB005668,2025,Humanities,Title IX,36,21,Escalated
ONB005669,2023,Business,Accessibility,11,30,Completed
ONB005670,2023,Nursing,Cybersecurity,25,30,Completed
ONB005671,2024,Education,Title IX,26,21,Escalated
ONB005672,2025,Business,Cybersecurity,29,21,Late
ONB005673,2024,Education,Accessibility,5,14,Completed
ONB005674,2021,Nursing,Ethics,35,21,Escalated
ONB005675,2023,Business,Ethics,4,30,Completed
ONB005676,2021,Nursing,Cybersecurity,35,30,Late
ONB005677,2023,Education,Title IX,12,30,Completed
ONB005678,2021,Business,FERPA,11,30,Completed
ONB005679,2021,STEM,FERPA,21,21,Completed
ONB005680,2021,STEM,Cybersecurity,26,14,Escalated
ONB005681,2023,Business,Accessibility,22,14,Escalated
ONB005682,2022,Nursing,Cybersecurity,4,14,Completed
ONB005683,2024,Business,Cybersecurity,18,30,Completed
ONB005684,2022,STEM,FERPA,20,14,Late
ONB005685,2021,Business,Title IX,33,14,Escalated
ONB005686,2023,Business,Cybersecurity,11,21,Completed
ONB005687,2021,Business,Accessibility,32,21,Late
ONB005688,2022,Nursing,Title IX,24,14,Late
ONB005689,2024,Business,Accessibility,12,21,Completed
ONB005690,2022,Humanities,Ethics,23,30,Completed
ONB005691,2025,Business,Accessibility,22,14,Escalated
ONB005692,2021,Humanities,Ethics,10,14,Completed
ONB005693,2022,Humanities,Cybersecurity,21,30,Completed
ONB005694,2024,Business,FERPA,31,30,Escalated
ONB005695,2021,Nursing,Cybersecurity,8,21,Completed
ONB005696,2023,Education,FERPA,39,14,Escalated
ONB005697,2023,Education,Ethics,37,21,Late
ONB005698,2025,Humanities,Cybersecurity,31,30,Late
ONB005699,2021,Humanities,Accessibility,10,30,Completed
ONB005700,2022,Nursing,Ethics,25,14,Late
ONB005701,2021,Nursing,Title IX,3,30,Completed
ONB005702,2024,STEM,FERPA,23,21,Escalated
ONB005703,2024,STEM,Cybersecurity,18,14,Escalated
ONB005704,2024,Business,Title IX,38,14,Escalated
ONB005705,2025,Nursing,Accessibility,6,14,Completed
ONB005706,2025,Humanities,Cybersecurity,14,21,Completed
ONB005707,2023,Business,Ethics,16,21,Completed
ONB005708,2023,Nursing,Ethics,34,30,Escalated
ONB005709,2024,Nursing,FERPA,36,14,Late
ONB005710,2021,Nursing,Title IX,9,30,Completed
ONB005711,2023,STEM,FERPA,14,30,Completed
ONB005712,2023,Humanities,FERPA,20,14,Late
ONB005713,2022,Humanities,Cybersecurity,25,14,Escalated
